Copies	kmer_multiplicity	Count	Assembly	ordering
670	2	34	29540	HiFi-only (alt)	6
671	2	35	29891	HiFi-only (alt)	6
672	2	36	30629	HiFi-only (alt)	6
673	2	37	31564	HiFi-only (alt)	6
674	2	38	32252	HiFi-only (alt)	6
675	2	39	33011	HiFi-only (alt)	6
676	2	40	33409	HiFi-only (alt)	6
677	2	41	33886	HiFi-only (alt)	6
678	2	42	34406	HiFi-only (alt)	6
679	2	43	35312	HiFi-only (alt)	6
680	2	44	36291	HiFi-only (alt)	6
681	2	45	36832	HiFi-only (alt)	6
682	2	46	37053	HiFi-only (alt)	6
683	2	47	38191	HiFi-only (alt)	6
684	2	48	39095	HiFi-only (alt)	6
685	2	49	40283	HiFi-only (alt)	6
686	2	50	41060	HiFi-only (alt)	6
687	2	51	42014	HiFi-only (alt)	6
688	2	52	42977	HiFi-only (alt)	6
689	2	53	43488	HiFi-only (alt)	6
690	2	54	44840	HiFi-only (alt)	6
691	2	55	45546	HiFi-only (alt)	6
692	2	56	46808	HiFi-only (alt)	6
693	2	57	47179	HiFi-only (alt)	6
694	2	58	47306	HiFi-only (alt)	6
695	2	59	48756	HiFi-only (alt)	6
696	2	60	49343	HiFi-only (alt)	6
697	2	61	49803	HiFi-only (alt)	6
698	2	62	50529	HiFi-only (alt)	6
699	2	63	50678	HiFi-only (alt)	6
700	2	64	50796	HiFi-only (alt)	6
701	2	65	51089	HiFi-only (alt)	6
702	2	66	51497	HiFi-only (alt)	6
703	2	67	51713	HiFi-only (alt)	6
704	2	68	52618	HiFi-only (alt)	6
705	2	69	52954	HiFi-only (alt)	6
706	2	70	52917	HiFi-only (alt)	6
707	2	71	53540	HiFi-only (alt)	6
708	2	72	53265	HiFi-only (alt)	6
709	2	73	53709	HiFi-only (alt)	6
710	2	74	54169	HiFi-only (alt)	6
711	2	75	55139	HiFi-only (alt)	6
712	2	76	54723	HiFi-only (alt)	6
713	2	77	55207	HiFi-only (alt)	6
714	2	78	54923	HiFi-only (alt)	6
715	2	79	55147	HiFi-only (alt)	6
716	2	80	55394	HiFi-only (alt)	6
717	2	81	55748	HiFi-only (alt)	6
718	2	82	55716	HiFi-only (alt)	6
719	2	83	55945	HiFi-only (alt)	6
720	2	84	55703	HiFi-only (alt)	6
721	2	85	55742	HiFi-only (alt)	6
722	2	86	56585	HiFi-only (alt)	6
723	2	87	56699	HiFi-only (alt)	6
724	2	88	56749	HiFi-only (alt)	6
725	2	89	57234	HiFi-only (alt)	6
726	2	90	57172	HiFi-only (alt)	6
727	2	91	57973	HiFi-only (alt)	6
728	2	92	58059	HiFi-only (alt)	6
729	2	93	58392	HiFi-only (alt)	6
730	2	94	58581	HiFi-only (alt)	6
731	2	95	58840	HiFi-only (alt)	6
732	2	96	59133	HiFi-only (alt)	6
733	2	97	59042	HiFi-only (alt)	6
734	2	98	59236	HiFi-only (alt)	6
735	2	99	59467	HiFi-only (alt)	6
736	2	100	60264	HiFi-only (alt)	6
737	2	101	60092	HiFi-only (alt)	6
738	2	102	60043	HiFi-only (alt)	6
739	2	103	60103	HiFi-only (alt)	6
740	2	104	59896	HiFi-only (alt)	6
741	2	105	60566	HiFi-only (alt)	6
742	2	106	60230	HiFi-only (alt)	6
743	2	107	60640	HiFi-only (alt)	6
744	2	108	60484	HiFi-only (alt)	6
745	2	109	60235	HiFi-only (alt)	6
746	2	110	60584	HiFi-only (alt)	6
747	2	111	60351	HiFi-only (alt)	6
748	2	112	59700	HiFi-only (alt)	6
749	2	113	60174	HiFi-only (alt)	6
750	2	114	60114	HiFi-only (alt)	6
751	2	115	59804	HiFi-only (alt)	6
752	2	116	59914	HiFi-only (alt)	6
753	2	117	59631	HiFi-only (alt)	6
754	2	118	59231	HiFi-only (alt)	6
755	2	119	58910	HiFi-only (alt)	6
756	2	120	58652	HiFi-only (alt)	6
757	2	121	57729	HiFi-only (alt)	6
758	2	122	58159	HiFi-only (alt)	6
759	2	123	57842	HiFi-only (alt)	6
760	2	124	57510	HiFi-only (alt)	6
761	2	125	56668	HiFi-only (alt)	6
762	2	126	56484	HiFi-only (alt)	6
763	2	127	55777	HiFi-only (alt)	6
764	2	128	55364	HiFi-only (alt)	6
765	2	129	54401	HiFi-only (alt)	6
766	2	130	54229	HiFi-only (alt)	6
767	2	131	53423	HiFi-only (alt)	6
768	2	132	53373	HiFi-only (alt)	6
769	2	133	52872	HiFi-only (alt)	6
770	2	134	51865	HiFi-only (alt)	6
771	2	135	51001	HiFi-only (alt)	6
772	2	136	50532	HiFi-only (alt)	6
773	2	137	50026	HiFi-only (alt)	6
774	2	138	48656	HiFi-only (alt)	6
775	2	139	48091	HiFi-only (alt)	6
776	2	140	47397	HiFi-only (alt)	6
777	2	141	46821	HiFi-only (alt)	6
778	2	142	45907	HiFi-only (alt)	6
779	2	143	45149	HiFi-only (alt)	6
780	2	144	44589	HiFi-only (alt)	6
781	2	145	43518	HiFi-only (alt)	6
782	2	146	42267	HiFi-only (alt)	6
783	2	147	41509	HiFi-only (alt)	6
784	2	148	40419	HiFi-only (alt)	6
785	2	149	39569	HiFi-only (alt)	6
786	2	150	38902	HiFi-only (alt)	6
